date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2021-04-27 10:12:00,SP,Cabreúva,Abertura de Cadastro,"Estou desde Dezembro/2020 tentando realizar o cadastro com a Coca Cola, porém o revendedor da região não tem o mínimo de interesse de nos cadastrar. Realizou a visita em 04/12/2020 e não deu mais retorno.. Estou tendo vários transtornos, visto que na minha região é apenas ele que atende. Preciso de uma solução urgente.","Olá!Roberta,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução. Por gentileza, fique atenta aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-27 11:41:00,"Olá!Roberta,Inicialmente, gostariamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site Reclame Aqui, nos empenhamos em atendê-la prontamente e estamos felizes por resolver sua manifestação!A nossa Central de Cadastro foi acionada e já concluiu a sua matrícula! Informamos que o seu atendimento ocorrerá todas às Quartas-Feiras, através do nosso time Comercial.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-28 16:14:00,Resolvido,Sim,10
2021-04-26 13:20:00,MG,Cruzília,Pq pagar vcs é tão difícil?,"Sou cliente coca cola, tenho débitos abertos de 180 reais para pagamento, o boleto não funciona mais, eles pediram p ligar no financeiro Preciso pagar meus débitos com a coca cola, mas está sendo uma missão impossível, eu ligo no telefone (31) 3469-7888 e ngm atende e diz que no momento não pode me atender e desliga o telefone na minha cara, atendimento Péssimo, p pagar um simples boleto é uma dor de cabeça das grandesSó quero pagar meu boleto, só isso","Olá!Washington,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 14:55:00,"Olá!Washington,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site do Reclame Aqui, nos empenhamos em atendê-lo prontamente e estamos felizes por resolver sua manifestação!Soubemos que nosso time de Contas a Receber esteve em contato com você (27/04/2021) para esclarecer todas as dúvidas e negociar a quitação das pendências de acordo com a sua preferência.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA",2021-04-27 18:08:00,Resolvido,Sim,10
2021-04-26 12:04:00,SP,Bom Jesus dos Perdões,Não sou atendido!!,"Já enviei vários e-mails, já me cadastrei no site, já liguei no 0800, e não consigo resposta! Quero revender produtos Coca-Cola, mas não me atendem","Olá!Antonio,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 12:16:00,"Olá!Antonio,Inicialmente, gostariamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site Reclame Aqui, nos empenhamos em atendê-lo prontamente e estamos felizes por resolver sua manifestação!A nossa Central de Cadastro foi acionada e já concluiu a sua matrícula! Informamos que o seu atendimento ocorrerá todas às Quintas-Feiras, através do nosso time Comercial. É muito importante para nós tê-lo como parceiro!Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-27 18:07:00,Resolvido,Sim,9
2021-04-26 11:47:00,MG,Betim,pedidos,"Estou tendo problemas frequentes com um representante da Coca-Cola no meu comercio, sempre faço pedido com a quantidade de produtos que tenho capacidade de comprar,toda semana ele sempre acrescenta alguns produtos que não foram solicitados,provavelmente para bater metas de comissão,um absurdo!!! já reclamei pessoalmente para ele e não adiantou.Pf isso precisa ser resolvido!!!","Olá!Shandemberg,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 12:12:00,"Olá!Shandemberg,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site do Reclame Aqui, nos empenhamos em atendê-lo prontamente!Conforme retorno da nossa Equipe Comercial, soubemos que o responsável esteve em contato com você em 27.04.2021 para esclarecer a situação e alinhar melhorias no atendimento.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-28 17:04:00,Resolvido,Sim,7
2021-04-26 09:23:00,MG,Três Corações,Abertura de cadastro,"Fiz uma abertura de cadastro no dia 31/03/2021 o atendente disse que em 5 dias úteis ficaria pronto e uma equipe de vendas passaria em meu estabelecimento, ninguém apareceu ninguém entrou em contato. Hoje dia 26/04/2021 liguei pra fensa a atendente me disse que minha solicitação foi negada por que o endereço e residencial sendo que meu endereço e comercial e tenho o comércio ativo estou tendo que comprar coca cola de terceiros para meus clientes total falta de respeito mesmo porque se eu não ligasse não ficaria sabendo que minha solicitação foi negada.","Olá!Lucas,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 09:35:00,Atendimento foi rápido já mandaram o número da matrícula agora e só fazer meus pedidos. Agradeço desde já a empresa obrigado.,2021-04-27 11:04:00,Resolvido,Sim,9
2021-04-26 01:00:00,PR,Curitiba,Não consigo efetuar cadastro,"Há mais de dois meses tentando contato e fazendo pelo menos 3 cadastros no site, e inúmeras vezes entrando em contato por telefone, para poder receber e revender os produtos da coca, isto eu iria pagar, e não solicitando um favor. A empresa não retorna no período que informa que retornaria. E abriu um concorrente na esquina do meu estabelecimento há 2 meses e já vi ele receber pelo menos 3 vezes o carregamento da empresa. Será necessário fazer algo há mais que o honesto? Aí não farei.","Olá!Miguel,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 08:30:00,"Olá!Miguel,Inicialmente, gostariamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site Reclame Aqui, nos empenhamos em atendê-lo prontamente e estamos felizes por resolver sua manifestação!A nossa Central de Cadastro foi acionada e já concluiu a sua matrícula! Informamos que o seu atendimento ocorrerá todas às Terças-Feiras, através do nosso time Comercial. É muito importante para nós tê-lo como parceiro!Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-28 16:54:00,Resolvido,Sim,10
2021-04-24 11:40:00,SP,São Paulo,Cade meu pedido?,"Fiz um pedido para minha hamburgueria, era para ser entregue dis 22 ate o momento nada do pedido, entrei em contato( só whatsapp) perguntando do pedido, ai falaram que rotornou se eu nao pergunto fico que nem trouxa esperando pois ninguem entra em contato para falar nada.Coca cola cada vez decepcionando mais pqp.E outra cade o vendedor? Ficaram de passar no meu endereço e nada só essa porcaria de whatsapp.Inadmissível isso.Gostaria de uma solução pois e conplicado.Final de semana e nao tenho mercadoria e agora quem vai arcar com minhas vendas perdidas??E outra coisa nao aguento mais os entregadores reclamando que e longe, na boa se é longe ou nao a obrigação de entrega é da coca, nao to nem ai da onde vem o que me interessa é a mercadoria na minha loja","Olá!Estevam,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 08:07:00,"Olá!Estevam,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site do Reclame Aqui, nos empenhamos em atendê-lo prontamente!Conforme retorno das nossas equipes, soubemos que os responsáveis estiveram em contato com você nos dias 26.04.2021 (Telefone) e 27.04.2021 (Presencial), esclarecendo toda a situação e alinhando melhorias no atendimento. Já ajustamos a geolocalização do seu cadastro para que não ocorram novas divergências na entrega, além disso, faremos monitoramento dos próximos pedidos.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-28 17:07:00,Resolvido,Sim,10
2021-04-22 18:29:00,RS,Caxias do Sul,Não recolhem equipamento,Tenho um protocolo aberto para que uma geladeira seja recolhida a meses e até agora não vieram recolher e não deram uma previsão.Protocolo: 660129CNPJ: 33546353000140,"Olá!Fabricio,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-23 08:23:00,Tudo resolvido.,2021-04-29 11:31:00,Resolvido,Sim,10
2021-04-22 17:57:00,SP,São Paulo,"entregadores, ficaram com meu produto!","no dia 22.04.21, chegou minha mercadoria as 17:32, dois entregadores descarregaram os produtos, e na pressa deles, acobou sendo assinado a nota, sem verificação total dos produtos, quando demos conta, coisa de segundos eles foram embora deixando de entregar dois fardos de coca cola 2L, ainda fui atras mas eles sairam muito rapido.","Olá!Mauricio,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-23 08:21:00,Ótimo,2021-04-23 08:37:00,Resolvido,Sim,10
2021-04-21 08:30:00,SP,São Paulo,Não entregam produto,"Sou cliente há mais de 30 anos da coca cola e nos últimos meses as entregas estão péssimas, minha loja é exclusiva coca cola, só vendo produtos da coca cola e mesmo assim falta muito produto devido a péssima entrega, os vendedores são muito bom, atendimento nota 10 mas não entregam, a parte de logística está péssima, eu ligo reclamando e só falam que a loja está fechada, sim a loja está fechada pois a noite vou pra casa e minha loja abre as as 7:30 e fecho as 17:30 de seg a sábado e eles vem entregar só a noite, as 20 h ou mais, logicamente que não vou receber pois não estou. Queria saber porque mudaram o horário de entrega? Não trabalho a noite, quero saber se vão ou não entregar durante o dia, se não vou mudar de fornecedor e colocar outras marcas aqui na loja.","Olá!Edgar,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução. Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-22 08:37:00,"ok, vou aguardar, mas acho muito difícil melhorar as entregas pois isso já não é de hoje, inclusive a gerencia disse que estariam aqui hoje cedo com minha entrega e nem tem pedido hj pra mim, então não vejo com bons olhos, vou aguardar a sua resposta.",2021-04-22 08:43:00,Resolvido,Sim,10
2021-04-21 03:22:00,SP,Praia Grande,Falta de respeito,"Abri a pouco tempo uma adega e tabacaria , corri atrás de todo o tipo de marcas de cerveja e refrigerante enviei inúmeras vezes tentando preencher no o cadastro e nada ...eles não retorna , enviei e-mails e eles não retorna , peguei o 0800 não tem um atendente eles te manda um link e vc cai na mesma página para tentar fazer um cadastro ...fiquei chateada por além de querem vender sou consumidora assídua da marca ...no meu caso seria a fensa de Santos -sp gostaria de saber o pq desse descaso","Olá!Sheila,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atenta aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-22 08:35:00,"Olá!Sheila,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Infelizmente não conseguimos contatá-la através das informações fornecidas no site.Se possivel, nos contate através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).Queremos te ouvir e entender como podemos resolver o seu problema!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-26 11:02:00,Resolvido,Sim,9
2021-04-20 21:04:00,PR,Curitiba,Já tentei fazer 2 vezes o cadastro pra compra mas sem susseso falam q vão entrar em contato e nada.olha q ainda fiz pelo CNPJ,Tenho uma mini distribuidora e gostaria muito de ser atendido por vcs.,"Olá!Renata,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atenta aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-22 08:32:00,"Olá!Renata,Inicialmente, gostariamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site Reclame Aqui, nos empenhamos em atendê-la prontamente e estamos felizes por resolver sua manifestação!A nossa Central de Cadastro foi acionada e já concluiu a sua matrícula! Informamos que o seu atendimento ocorrerá todas às Terças-Feiras, através do nosso time Comercial.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-27 11:50:00,Resolvido,Sim,10
2021-04-19 22:28:00,SP,Leme,Valores absurdos para meu comércio..,"Depois de muita luta abriram meu cadastro,tive que mostrar tudo funcionando,vendedor tirou fotos e eu tbm enviei fotos pelo e-mail..pois bem,abriram meu cadastro, porém meu comércio é um depósito/adega,e abriram como preliminar (aonde os preços são totalmente fora pra um depósito)...no dia 08 de abril o vendedor Eber disse que pediu para alterarem o canal para adega,pois bem,hoje é dia 19 de abril e nada foi feito,fiz alguns pedidos mesmo com o canal errado(por parte da coca cola)aonde estou tendo prejuízos com estes valores altos,estou perdendo clientes,por questão de Preços altíssimos..poderia colocar os valores que estão cobrando de mim, porém acho ant profissional..peço que alterem o meu canal URGENTEMENTE..pois ja tive prejuízos com pedidos ja feitos,porque não tive opção,era comprar ou ficar sem os produtos coca cola... acrescento que fiz uma pesquisa de Preços aqui perto do meu comércio,e infelizmente ate os mercados pequenos estão fazendo Preços mais baratos nos quais estou pagando caro como revendedor/parceiro coca cola..resumindo é mais vantagem eu comprar no mercado que está mais barato que no próprio fornecedor direto.... porém não faço isso,trabalho certo com minhas notas fiscais... AGUARDO UMA POSIÇÃO URGENTE POR PARTE DA COCA COLA.Obrigada..","Olá!Gabriela,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atenta aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-20 08:56:00,"Supervisor Edinho entrou em contato comigo,cara nota 10000, resolveu e foi super gente boa, agradeço o retorno e agilidade no mesmo",2021-04-20 16:27:00,Resolvido,Sim,10
2021-04-19 18:55:00,MG,Belo Horizonte,Cadastro revendedor femsa,"Realizei o pré cadastro e o atendente me informou que iria chegar um imail para eu enviar fotos da fachada e documentos. So que não chega o imail, já retornei a ligação por várias vezes e os atendentes falam que vão reenviar o imail e que em 5 minutos ele chega e nada disso acontece. Tenho uma distribuidora e necessito da parceria com a femsa para crescer. Aguardo retorno.","Olá!Bruno,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-20 08:42:00,"Olá!Bruno,Inicialmente, gostariamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site Reclame Aqui, nos empenhamos em atendê-lo (a) prontamente e estamos felizes por resolver sua manifestação!A nossa Central de Cadastro foi acionada e já concluiu a sua matrícula! Informamos que o seu atendimento ocorrerá todas às quartas-feiras através do nosso time Comercial. É muito importante para nós tê-lo como parceiro!Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-22 10:46:00,Resolvido,Sim,10
2021-04-17 12:36:00,SP,Santa Fé do Sul,O financeiro da coca cola bloqueou pedidos,"Tinha um boleto atrasado 3 dias que foi feito o pagamento, não chegou a ir para cartório porem o vendedor não consegue liberar vendas para o estabelecimento sendo que o vendedor solicitou no dia 14/04 o desbloqueio no financeiro e ainda não foi liberadocnpj 15571343000183","Olá!Gustavo,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento ao telefone e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-19 10:50:00,"Olá!Gustavo,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site do Reclame Aqui, nos empenhamos em atendê-lo (a) prontamente!Conforme retorno da nossa Equipe Comercial, soubemos que houve contato com você em 21/04/2021, todas as duvidas foram esclarecidas e liberação de crédito concedida.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-22 10:39:00,Resolvido,Sim,10
2021-04-16 01:22:00,SP,São Paulo,"Cobrança de multa abusiva por empresa de cobrança, repassam o boleto para tais empresas indevidamente sem comunicação","Sou atendido pela empresa e estou indignado com a falta de RESPEITO E ABUSO da mesma que em qualquer época seria ERRADO se AGRAVANDO ainda mais nessa situação de pandemia e dificuldades que todos estamos enfrentando a mais de 1 ano, A EMPRESA repassa seus boletos vencidos a empresas de cobrança INDEVIDAMENTE, POIS NÃO COMUNICAM O CLIENTE ANTES DO FATO por nenhum meio, nem mesmo através das instruções do boleto, nem pelo vendedor ou de nenhuma outra forma, tenho quase certeza que isso é ilegal se procuramos respaldo legal, pois o que acontece é o seguinte, a mesma repassa seus boletos vencidos depois de um tempo e essas tais empresas de cobrança COBRAM UMA MULTA ABUSIVA para regularizarmos o mesmo, no caso específico o boleto foi extraviado e o vendedor nos avisou somente depois que o boleto já não havia como ser acertado na própria empresa, portanto nem estávamos sabendo desse boleto em aberto de nenhuma forma possível, chega a ser DESONESTA A ATITUDE DA EMPRESA PARA COM SEUS CLIENTES agindo dessa maneira, liguei na empresa e me dispus a fazer o pagamento da multa normal e juros especificados no boleto pois entendo que eles não tem culpa da minha desatenção em extraviar o boleto, isso através do telefone para tratativas de assuntos financeiros, mas a atendente me falou que não poderia fazer nada em relação a essas regras impostas por esse EMPRESA DESRESPEITOSA (falo dessa maneira pois aqui infelizmente não podemos usar as palavras corretas para a situação) é que não poderiam mais receber, onde nos encaminham para essas tais empresas de cobranças ABUSIVAS pois cobram mais de 10% de MULTA DE TAXA COMO SE NÓS BRASILEIROS PRECISÁSSEMOS DE MAIS UM ABUSO DESSE, enfim INDIGNANTE.Sendo assim, ME RECUSO A SER ABUSADO E EXPLORADO E SUGIRO QUE TODOS FAÇAM O MESMO POIS SÓ ASSIM TEREMOS MAIS FORÇA PARA MUDAR ESSE ABUSO, NÃO VOU PAGAR O BOLETO DESSA FORMA POIS NÃO ACEITO SER EXPLORADO PELA EMPRESA COCA COLA POIS ELES SÃO CULPADOS POR ESTAREM AGINDO DE[Editado pelo Reclame Aqui]E QUERENDO NOS OBRIGAR A SE SUJEITAR A MAIS ESSE ABUSO COMO SE JÁ NÃO TIVÉSSEMOS MILHARES DELES AQUI NO PAÍS.","Olá!Ada Susy,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atenta ao telefone e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-16 08:55:00,"Olá!Ada Susy,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site do Reclame Aqui, nos empenhamos em atendê-lo (a) prontamente e estamos felizes por resolver sua manifestação!Soubemos que nosso time de Contas a Receber esteve em contato com você em 20/04/2021 para esclarecer todas as dúvidas e negociar a quitação da pendência de acordo com a sua preferência.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA",2021-04-22 11:48:00,Resolvido,Sim,10
2021-04-15 14:55:00,SP,Monte Alto,Empresa que manda produtos com data curta e misturada para o cliente,"Boa tarde, temos um supermercado aqui na cidade de Monte alto - Sp, e compramos sempre da empresa Coca-cola, que no caso que nos atende é a empresa Spal - Marília (Fensa), gosto muito do atendimento que recebo do vendedor, promotor, porém, de uns 3 mêses para cá, em meus pedidos, estão vindo mercadorias com data curta e datas misturadas, compro de pallet, então não tem como ficar olhando um por um, e acabo sendo prejudicado com vencimentos por causa de uma falha na empresa, ja conversei com o pessoal na logística, no caso seria o Ronaldo, e ainda não resolvemos, chegou 12 fardos de sprite sem açúcar 2 litros no dia 03/04, que vencem dia 24/04,ai fica complicado, gosto muito de trabalhar com a coca-cola, temos ponta de gôndola, ponto extra, temos uma boa parceria, mas esses detalhes estão causando transtornos que estão fazendo essa parceria acabar, fico no aguardo de uma oposição, caso não consiga ligar no meu celular que esta cadastrado no reclame aqui, ligar no telefone (16) - 3242-3692 e pedir para falar com Luiz Gustavo do setor Compras.Att: Luiz Gustavo - Comprador.","Olá!Luiz Gustavo,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução.Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-16 08:50:00,"Olá!Luiz Gustavo,Inicialmente, gostaríamos de nos desculpar pelo ocorrido e transtornos ocasionados.Ao identificar sua postagem no site do Reclame Aqui, nos empenhamos em atendê-lo (a) prontamente!Conforme retorno da nossa Equipe de distribuição, soubemos que foi realizado contato com você em 16/04/2021 , todas as duvidas foram esclarecidas e o atendimento normalizado.Fique à vontade em nos contatar sempre que desejar através da nossa Central de Atendimento (0800 727 1100) ou via WhatsApp (11 98964 9773).A sua satisfação é o nosso objetivo! Adoraríamos receber sua avaliação!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-19 14:56:00,Resolvido,Sim,9
2021-04-12 16:18:00,SP,Suzano,Reativação de cadastro,Há uns 20 dias meu cnpj foi bloqueado por falta de declaração anual resolvi o problema meu cnpj voltou ao normal na semana passada até hoje a coca ainda não reativou meu cadastro pediram fotos do meu comércio e pediram 5 dias úteis para reativação mas hoje dia 12/04/21 pediram mais 72 horas para resposta e a atendente disse que se voltar volta sem boleto liberado sendo que meus boletos estavam todos em dia ....preciso com urgência devido eu estar sem produtos...,"Olá!Adriana,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução. Por gentileza, fique atenta aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-13 09:25:00,Foram muito atenciosos e resolveram o meu problema estou muito feliz...,2021-04-13 13:34:00,Resolvido,Sim,10
2021-04-09 22:27:00,SP,Campinas,Não consigo fazer cadastro para ser um revendedor,"Não consigo fazer o cadastro da minha empresa para revendedor da Coca-Cola, já entrei com contato com o vendedor das região do meu estabelecimento e mesmo disse que demora mais de 30 dias para fazer um cadastro de revenda dos produtos. Preciso muito fazer compras dos produtos e não houve um pequeno descasso do vendedor, que quando entreguei em contato não deu muita atenção, entrei no site para ver ser consigo aprovação do cadastro. Fico muito triste e estarrecida por a empresa fazer indiferença dos pequenos comerciantes. Espero que meu problema seja resolvido logo e consiga fazer o cadastro para adquirir os produtos.","Olá!Oldair,Desde já gostaríamos de nos desculpar pelo ocorrido e transtornos causados.A sua notificação foi recebida e, em até 24 horas úteis, entraremos em contato para resolução. Por gentileza, fique atento aos telefones e e-mail disponibilizados no site, pois será através deles que faremos a tratativa.Obrigado e até breve!Atenciosamente,Equipe de Relacionamento Coca-Cola FEMSA!",2021-04-12 09:16:00,O feedback da empresa pra resolver o problema foi muito rápido. Equipe focada em sanar o problema em pouco tempo. Agradeço muito a equipe pela atenção e compromisso com os clientes.,2021-04-14 09:32:00,Resolvido,Sim,10
