date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2021-05-04 23:04:00,PE,Cabo de Santo Agostinho,Código do Cliente,"Mas que bendito código do cliente é esse? Vou comprar pelo app via telepatia e receber o código via telepatia, é isto? Há várias reclamações sobre e nem pra resolver esse problema mínimo...","Olá Rafaella,Conforme informamos que encaminhamos, seu código de cliente foi enviado ao e-mail cadastrado aqui no Reclame Aqui. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-10 11:12:00,"Ótimo! Apesar de ter demorado um pouco, mas estava dentro do prazo de resposta.",2021-05-10 14:59:00,Resolvido,Sim,8
2021-05-04 17:12:00,DF,Brasília,Solicitação não atendida,"Infelizmente tento contato para receber uma visita de um vendedor e fazer minha compra gerando um relacionamento do meu estabelecimento com a empresa, mas nunca é possível. Não recebo visita de nenhum vendedor e nem resposta via WhatsApp. Lamentável!","Olá Patrícia,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que o vendedor entrou em contato e irá visitá-la. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-06 10:33:00,Problema resolvido,2021-07-07 14:05:00,Resolvido,Sim,9
2021-05-03 16:29:00,SP,São Paulo,Troca de endereço,"Estamos tentando trocar o endereço do nosso estabelecimento tem algum tempo e não conseguimos. Entro em contato via telefone (atendentes super debochados e mal treinados por sinal) , whatsapp , vendedor e nunca conseguem resolver algo tão simples. Com isso estamos sendo prejudicados pois o caminhão nunca entrega no endereço antigo.Gostaria que isso fosse resolvido rapidamente pois toda semana é um parto pra conseguir a mercadoria.","Olá Hellen,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que realizaram a alteração de seu logradouro. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-07 09:49:00,"Boa tarde,Faltou retirar o apartamento e bloco, pois a equipe de venda olhará e poderão continuar não aparecendo.",2021-05-07 12:53:00,Resolvido,Sim,5
2021-05-03 15:32:00,SP,São Paulo,[Editado pelo Reclame Aqui] e Falta de Respeito,"SImplificar minha reclamação, aumentaram os valores dos produtos e nao querem abaixar, em outro CNPJ é um preço nos meus concorrentes é um preço e para meu estabelecimento é mais caro.Ja abri varias reclamações na ouvidoria e nada !Meus dados sao os seguintes :DinadegaCNPJ/CPF34136637000121","Olá Rogerio,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram o ajuste de sua segmentação e sua tabela de preço foi atualizada. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-11 10:24:00,"Finalmente questão preço foi resolvida. Avaliação é com nota baixa, pois estou a 3 meses reclamando. Mas agradeço.",2021-05-11 10:38:00,Resolvido,Sim,6
2021-05-03 13:13:00,PE,Recife,Bloqueio de conta sem motivo no app e cancelamento de pedidos,"Fiz meu cadastro no app parceiro bees após aceito o cadastro, efetuei um pedido que logo de início não foi atendido por completo, me entregaram parcialmente, fiz o pagamento em dinheiro do que foi entregue e renovei o pedido com o restante e mais alguns itens e daí foi só piorando o atendimento, liguei para o atendimento por várias vezes, chegaram até dizer que a cerveja que pedi estava em falta por isso não foi entregue. Nossa! se não tem na AmBev não tem em lugar nenhum.Assim, dei um tempo pra fazer pedidos pois ainda tinha produtos da AmBev pra fornecer aos meus clientes. Só que agora, quando voltei a usar o app da AmBev na marcação da entrega, consta a mensagem conta bloqueada e que teria de ligar para AmBev.Quando tento saber os motivos do bloqueio da conta, falo com atendentes que me deixam esperando e depois encerrar o atendimento sem explicação. Me sinto constrangido pela falta de respeito e comunicação. Mesmo assim, ainda acredito na AmBev e sei que esse descanso não faz parte de seu compromisso com o consumidor e logistas revendedores de seus produtos.Não tive outro meio de comunicação, assim como sempre acreditei no reclame aqui por consulta de outro estabelecimento espero que AmBev faça o desbloqueio de minha conta.","Olá Evandro,Conforme conversamos, encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram os ajustes e seu cadastro consta ativo e disponível para que realize seus pedidos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-06 13:23:00,"Primeiramente, venho expressar meus agradecimentos ao reclame aqui e meus sentimentos a família.Quando ao atendimento pela AmBev, fica aqui meu muito obrigado pelo atendimento a todos que participaram desse processo, em especial a julia carvalho que com profissionalismo soube me atender e resolver minha situação.",2021-05-06 14:19:00,Resolvido,Sim,10
2021-05-01 19:30:00,MG,Belo Horizonte,Descaso Total com Comerciante,"Bom quero começar dizendo que pelos relatos lidos, a empresa Ambev está em falta com muitos comerciantes, e isso, é um verdadeiro descaso.Achei que seria diferente comigo mais não foi. Sempre fiz pedido pelo app do parceiro, geralmente nos dias de quinta-feira ou sexta-feira, para receber no sábado. Até sexta-feira passada dia 23 estava tudo bem. Fiz o pedido normal, quando foi no sábado e passou das 15hs, senti que meu pedido não seria entregue. Liguei no 0800, fui super bem atendida, deixei uma reclamação feita, e como não abro dia de segunda-feira, pedi para não entregarem nesta data. Qual foi a minha surpresa, dia 26 na segunda feira é que foi entregue, mesmo eu pedindo para não entregar, fui obrigada a receber porque contava com aquele estoque. E sabe o que é mais [Editado pelo Reclame Aqui]gem deles, no app consta que minha entrega foi feita no sábado dia 24/04 o que me deixou mais revoltada.Bom fui eu fazer novo pedido e dessa vez fiz o pedido dia 28/04 na quarta-feira na parte da manhã. Ao olhar a data para entrega, só havia o dia 01/05 disponível mais perto para entrega. Recebi os emails confirmando a entrega, confirmando o pedido, e nada de informação de não entrega por causa do feriado em si. Pois neste momento escreve essa reclamação revoltada, porque agora são 19:15hs e nada da minha entrega. Amanhã faço delivery e não terei o complemento das minhas entregas, porque a GRANDE AMBEV me deixou na mão MAIS UMA VEZ. É revoltante, é sacanagem e dá vontade de encerrar o cadastro. Um descaso com pequeno comerciante, que compra com eles por ofertarem preços mais em conta para gerar mercadoria em nossos estabelecimentos, mas com essa palhaçada, tá difícil de manter essa parceria. Quero só vê a desculpa que a empresa renomada dará, já que pelo visto muitos lugares ficaram sem mercadoria. Se não iam entregar nessa data, porque deixaram a data disponível no aplicativo, fazendo a gente de besta ?????","Olá Vick,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram a correção de suas entregas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-11 15:05:00,Bom,2021-05-12 10:44:00,Resolvido,Sim,8
2021-05-01 13:45:00,SP,São Paulo,Meses tentando realizar compra e nada resolvido,"Boa tarde, tudo bem? Me chamo Marcelo Meneguetti e sou proprietário da loja Emporio TimTim, CNPJ 39.303.751/0001-12. Desdo ano passado tento realizar a compra pelo aplicativo da Ambev e nunca consigo. No aplicativo diz ""Você não tem datas de entrega disponíveis. Por favor entre em contato pelo 0800..."". Diversas vezes liguei e sempre a mesma coisa. O atendente diz que abriu uma solicitação para liberar a compra pelo aplicativo e também para a visita de um vendedor na loja. Mas durante esses SETE meses, nada aconteceu. Se puxarem o meu histórico, vão saber quantas solicitações eu tenho e também a minha última compra no ano passado e não consegui mais comprar por causa disso. Não sei como vocês trabalham a logística de vocês ou a equipe de cuida disso mas gostaria que dessem mais atenção a este tipo de solicitações, porque todos nós sabemos que existem outros microempreendedores na mesma situação que a minha. Fico no aguardo para podermos resolver isso.","Olá Marcelo,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram o cadastramento de seu dia de visita. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-06-16 09:17:00,Liberaram para compra e já estou realizando as compras novamente.,2021-06-23 15:01:00,Resolvido,Sim,7
2021-04-29 13:49:00,PE,Jaboatão dos Guararapes,ENTREGADOR QUEBROU AS CERVEJAS E AMBEV NÃO FEZ REPOSIÇÃO,"UM DOS ENTREGADORES DA AMBEV DERRUBOU A GRADE DE CERVEJA E QUEBROU ALGUMAS GARRAFAS E ATÉ HOJE A EMPRESA NÃO FEZ REPOSIÇÃO. FAZ MAIS DE 3 MESES E NADA. QUERO MINHA GRADE DE CERVEJA QUE JÁ FOI PAGA!!!!!!! BAR CALDINHO DA IRENE, BARRA DE JANDAGADA, RUA RIO PARDO, JABOATÃO DOS GUARARAPES. RESPONSÁVEL: NATALY SILVA DE LIMA. É UMA GRADE DE BRAHMA CHOPP 600 ML","Olá Nataly,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram a aprovação de sua reposição e a mesma será realizada junto ao seu próximo pedido. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-07 10:45:00,Ótimo,2021-05-21 10:15:00,Resolvido,Sim,10
2021-04-29 11:40:00,PE,Cabo de Santo Agostinho,Dívidas com a ambev,Gostaria de quitar minha dívida com à ambev mais entro em contato e não tenho sucesso.Já tentei várias vezes.Gostaria de fazer um acordo,"Olá Kevin,Conforme conversamos, realizamos a negociação e o envio do boleto conforme solicitado. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-30 11:48:00,Funcionário bastante atencioso e competente,2021-04-30 12:05:00,Resolvido,Sim,10
2021-04-28 23:15:00,RJ,Nova Iguaçu,CONTA BLOQUEADA,"Desde sábado (24/04/2021), tento resolver o problema de conta BLOQUEADA PARA REALIZAR PEDIDOS, porém a cada ligação, um prazo novo e uma explicação diferente e desencontrada, onde cada atendente informa algo diferente! Estou desesperada com esta situação! Preciso dos produtos para a revenda e ninguém resolve meu problema! PELO AMOR DE DEUS, me ajudem com urgência!","Olá Biana,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que realizaram o desbloqueio de sua conta. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-17 10:14:00,Demorou um pouco pra resolver meu problema.,2021-06-23 15:51:00,Resolvido,Sim,7
2021-04-27 21:36:00,SP,São Paulo,NÃO RECEBI MEU CÓDIGO DE CLIENTE,"Eu comprava produtos pra revenda, como pessoa física! entretanto, não recebi meu código do cliente, quando vou acessar pedem pra eu colocar o código do cliente que está localizado na nota fiscal, entretanto, não tenho nota fiscal alguma, pois faz muito tempo que não realizo compras na AMBEV, quero retornar a consumir os produtos da própria, mas não consigo acessar o parceiro BEES, preciso que resolvam esse problema com urgência!","Olá Daiana,Conforme informamos, seu código de cliente foi enviado para o e-mail cadastrado no Reclame Aqui. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-10 09:43:00,Resolvido com eficácia.,2021-05-13 21:38:00,Resolvido,Sim,9
2021-04-27 15:50:00,RJ,Maricá,Aplicativo parceiro Bess não desbloqueia meu cadastro,"Tive meu cadastro no parceiro Bezz que vende os produtos da Ambev bloqueado,o mesmo me informou que foi bloquiado temporariamente por motivos de devolução e de pedidos duplicados,primeiro que a devolução foi por conta de não mandar as bonificações que tenho direito por conta dos pontos de algumas mercadorias que da direito a juntar certos pontos e ter a mercadoria grátis,o outro foi por pedido duplicado,por eu fazer um pedido e cancelar em menos de 30 minutos ele repetiram 3 cancelamentos meu,e me mando 6 pedidos de uma vez,dai o pedido foi muito alto e mandei devolver por erro do app,e agora já liguei umas 7 vezes só falam pra esperar que vai desbloquear,e já faz quase 2 meses e nada,liguei a 2 dias pro número da Ambev,a mesma que me atendeu me informou que tenho que entrar em contato pelo número do app,ligo e só cai a ligacao,entro em contato pelo Whatsapp pedem o CPF,e da CPF inválido,sendo que na Ambev meu cadastro conta normal, aí lá na anbev me informam que tenho que atualizar meus dados pelo número do Whatsapp do parceiro Bezz, mais como se lá meu dados estão dando inválidos,só quero que me desbloqueia,e não faz eu ficar perdendo tempo ligando e não resolvendo nada...","Olá Heder,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-30 10:13:00,Fiquei grato que foi resolvido muito rápido.,2021-05-01 00:35:00,Resolvido,Sim,10
2021-04-27 11:22:00,TO,Miracema do Tocantins,BOLETO PRA PAGAR,ESTÁ UMA VERGONHA ESSE APLICATIVO PARCEIRO AMBEV A MERCADORIA DO MEU PAI CHEGOU ONTEM MAIS NÃO ENTREGARAM MANDARAM OS BOLETOS DELE PRA PAGAMENTO E PELO APLICATIVO MEU PAI NÃO ESTÁ CONSEGUINDO BAIXAR OS BOLETOS PARA PAGAR SEMPRE DA UM ERRO,"Olá Marcio,Conforme informado, seu caso foi solucionado com sucesso. Ficamos felizes e agradecemos a parceria.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-28 11:02:00,Muito rápido ontem mesmo em pouco tempo conseguir resolver o problema com a empresa,2021-04-28 11:03:00,Resolvido,Sim,10
2021-04-27 10:31:00,SP,São Paulo,Não resolveu meu problema,"Estou a semanas tentando alterar meu endereço do meu comércio, abro chamado, falo com atendente no telefone, no whatsapp, com vendedor e ninguém resolve nada, só sabem abrir chamado que não adianta de nada, empresa que só quer vender e não está nem aí para seus revendedores, pena que os produtos que ela vende, só ela fornece, por que se tivesse outra nunca mais voltaria fazer negócio com essa empresa horrível.","Olá Dalton,Conforme conversamos, encaminhamos o seu caso ao time de responsável e tivemos a devolutiva que realizaram os devidos ajustes em seu cadastro. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-29 10:37:00,"Apos meses de transtorno, resolvi usar o reclame aqui e foi resolvido rapidamente.",2021-05-19 18:58:00,Resolvido,Sim,9
2021-04-27 09:53:00,RJ,Rio de Janeiro,Ausência de retorno (Recorrente) da Ambev - em continuidade ao Reclame aqui (ID: 122354855; 12/04/21 às 11h48),"Prezada Ambev,Para tomar a decisão de relatar no Reclame aqui e expor negativamente a companhia a qual somos clientes, gostaríamos de esclarecer que esgotamos todas as possibilidades de solução da divergência objeto desta reclamação através dos canais padrão de contato e envidamos todos os esforços cabíveis para que fôssemos respondidos.Nosso canal de compra Parceiro Ambev (Código do cliente: 0085818) encontra se bloqueado desde o dia 05/01. Após alguns protocolos de atendimento, fomos informados que a equipe logística bloqueou a rota de entrega neste endereço por considerar o cep do local como área de risco, porém, supreendentemente, TODOS os demais estabelecimentos do bairro, VIZINHOS ao nosso ponto recebem rotineiramente suas encomendas de forma regular e sem intercorrências.Após inúmeros relatos de solicitação de desbloqueio, entendemos que a AMBEV agiu de forma discrimatória, excludente e eliminatória para com nosso negócio que, apesar de pequeno, ocupa o mesmo ponto de vendas há mais de 03 décadas. Reconhecemos a nossa hipossuficiência em comparação a outros varejos de maior porte e faturamento, porém não há quaisquer evidência de débitos, atrasos e ou dívidas para com a AMBEV em nosso nome.Reforçamos nossa tristeza e insatisfação pela maneira indecorosa e desabonada pela qual fomos tratados durante esse tempo.Evidências apresentadas:Fotos de caminhão parados em estabelecimentos próximos;Mapa (Google Maps) que comprovam entregas em bairros considerados bloqueados por área de riscoComo a AMBEV explica a penalização de um varejo por reconhecer como área de risco determinada região e entrega para outro varejo na mesma calçada?O que tem a AMBEV a dizer quando informa no chamado (8391692) que o supervisor irá entrar em contato para nos fornecer um retorno assertivo, sendo que esse contato nunca aconteceu? (É possível resgatar o áudio?)Qual a justificava da AMBEV em não querer fornecer para nós após diversos contatos e PEDIDOS DE AJUDA?Chamados:7805732 atualização de dados (Sem retorno)8055653 - atualização de dados (Sem retorno)8293177 Data de retorno 23/03 (Sem retorno)8391692 Data de retorno 07/04 (Sem retorno)Em resposta ao chamado do reclame aqui de (ID: 122354855; 12/04/21 às 11h48), a Ambev informou que o cadastro estava atualizado e desbloqueado, porém não está. Continuamos com cadastro BLOQUEADO e sem a possibilidade de fazer pedido.Att,Camila Rodrigues","Olá Camila,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-20 12:07:00,"Meu cadastro foi desbloqueado depois de 03 postagem no reclame aqui!Obrigada, Reclame Aqui!! :)",2021-06-25 14:18:00,Resolvido,Sim,8
2021-04-26 23:35:00,SP,Cotia,Não aprova meu cadastro e oscilação de preços,"Tenho uma mini distribuidora de bebidas localizada em Cotia-SP, realizo compras semanais aonde realizo o pagamento á vista. Já faz 6 meses que peço autorização para comprar no boleto(vencimento para 5 dias) e sempre foi NEGADO SEM UMA EXPLICAÇÃO. Pois o pagamento em dinheiro além de ser perigoso com risco de [Editado pelo Reclame Aqui] e também o risco da COVID-19. A Central do 0800 tem uma péssima organização. Não tem clareza nas respostas e todas as minhas solicitações com protocolo somente 3 de quase 10 tive retorno. App oscila preços deixando de mãos atadas. Tenho plena certeza, que virá uma resposta automática e meu problema não será resolvido.Resumindo meus problemas são:- Preciso alterar de pagamento á vista para boleto 5 dias- Geladeira em regime de comodato- A cerveja skol de 1L precisa estabilizar o preço (Preço ideal R$ 60,00)- A cerveja skol de 300ml precisa estabilizar o preço (Preço ideal R$ 39,84)- A cerveja skol de 600ml precisa estabilizar o preço (Preço ideal R$ 104,00)Ambev, que sustenta vocês e o pequeno empresário, não menospreze sua fonte de renda.","Olá, Tadeu. :)Enviamos as orientações de seu caso no seu e-mail cadastrado, dá uma olhadinha lá. Solicitamos que a avaliação seja realizada somente após a conclusão, para que não seja encerrado automaticamente o atendimento.Nos preocupamos com a satisfação dos nossos clientes e estamos sempre à disposição.Caso queira, a nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site/app Parceiro Bees.Boas vendas!Abraços,Time AmBev.",2021-04-27 12:46:00,"Boleto com vencimento para 1 dia, continua pagamento a vista!!! O mínimo e 5 dias... meu maior problema não foi resolvido. Por favor, reavalie esse problema.",2021-04-27 21:25:00,Não resolvido,Sim,3
2021-04-25 19:41:00,MG,Uberaba,Não responde as reclamações que não foram finalizadas,"Tenho reclamação neste site, resolveram o problema temporariamente e com várias tentativas de contato pelo site eles simplesmente não respondem.Não há solução definitiva e que realmente funcione. Há uma falsa percepção de problema resolvido.","Olá Marlon,Informamos que encaminhamos o seu caso ao time de financeiro e tivemos a devolutiva que realizaram uma análise e no momento não é possível realizar a concessão de aumento de prazo. A medida que seu histórico de compras conosco for aumentando e se mantendo sem atrasos uma nova análise pode ser solicitada através de um protocolo respeitando o prazo de 90 dias.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-27 11:03:00,Solicito a implementação do prazo que eu tinha 4 dias. Simplesmente desapareceu sem que eu tenha dívidas em aberto,2021-04-27 11:29:00,Não resolvido,Sim,0
2021-04-24 16:43:00,RJ,Belford Roxo,Suspeita de [Editado pelo Reclame Aqui],Fiz cadastro como parceiro ambev pra comprar via app. E mesmo antes de realizar minha primeira compra apareceu diversas compras usando meu cpf . Fiz diversas reclamações e nada. Continuram a cair comprar que nao se sabe onde entregam. Esperando eles me cobrarem essas notas pra entrar com um processo. Pois eles nao me dão qq suporte. O vendedor lavou as mãos e o supervisor tão pouco sabe me dizer o que esta acontecendo.,"Olá Jonathan,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram um contato onde fora feito os devidos alinhamentos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-05 11:33:00,Esperando pra saber se nao voltará a acontecer,2021-05-05 11:41:00,Resolvido,Sim,7
2021-04-24 04:15:00,SP,Osasco,Parceira de ninguém,"Continuo com minha conta no parceiro Ambev bloqueado a dois meses, já falei até com os ministros do supremo e ninguém desbloqueia, pra Ambev seus parceiros não passam de nada! Bela parceria.","Olá Edmilson,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-27 09:22:00,Desbloqueado!,2021-07-03 00:20:00,Resolvido,Sim,5
2021-04-23 12:13:00,SP,São Paulo,Solicitações do desbloqueio do cadastro,"Meu CNPJ foi bloqueado por um dia pela receita federal, no dia seguinte já foi ativado normalmente. Partir disso o meu cadastro na empresa Ambev não voltou ativar. Entrei em CTT com a AmBev para solicitar do desbloqueio no dia 15/03/2021 foi pedido 15 dias úteis para ativação. Ao ligar após o prazo a informação passada foi que o pedido não tinha nenhuma resposta e que teria que solicitar novamente outra solicitação com isso mais 15 dias mais 48horas mais 7 dias e assim vai, cada ligação uma informação e passada com prazos diferente e nada de resposta nada do meu cadastro voltar ativar, com isso não estou conseguindo fazer nem um pedido. Um descaso da empresa Ambev ninguém sabe me informar o que fazer, além do pedido que consta em aberto.","Olá Thiago,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-27 11:55:00,Graças ao reclame aqui meu caso foi resolvido.,2021-04-28 10:09:00,Resolvido,Sim,9
2021-04-22 20:48:00,MG,Juatuba,Problemas com o financeiro,"Eu fiz o meu pedido na terça-feira e geralmente me entregam na quarta feira mas como era feriado a minha entrega foi agendada para a quinta feira , eu tinha um cadastro anterior e precisei mudar meu cadastro para um cnpj novo e fiquei com um crédito no cadastro antigo fui orientado pelo vendedor que eu poderia utilizar o meu crédito do cadastro antigo parar fazer compra no meu novo cadastro fiz a compra novo cadastro , com pagamento ANTECIPADO e enviei o comprovante parar a moça responsável pelo financeiro Josiane e informei que eu gostaria de utilizar o crédito do outro cadastro a mesma disse que estava ok e finalizou minha compra com pagamento antecipado e a mesma não me informou que eu não poderia utilizar o crédito de outro cadastro junto com o novo , meu pedido foi cancelado no dia seguinte e eu fiquei sem as mercadorias que eu estava precisando e meu estoque estava ZERADO precisava muito desses produtos , A ambev nao preza pelo pequeno comércio ; ja compro deles ja tem alguns meses e não me disponibilizaram 1 freezer pra expor as mercadorias e ainda me fazem passar por isso que pra mim é uma humilhação ja que nem boleto liberam e eu com meu Cnpj ok sem nenhuma restrição . A ambev não se preocupa com o pequeno comércio . Me sinto repudiado","Olá Rafael,Informamos que encaminhamos o seu caso ao time da revenda que atende sua região e tivemos a devolutiva que realizaram contato com você para a tratativa e o estorno do seu crédito foi realizado conforme solicitado. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-11 10:15:00,"Apesar do transtorno , resolveram meu problema.",2021-07-02 07:23:00,Resolvido,Sim,7
2021-04-22 16:14:00,SP,Guapiara,Não da para se cadastrar,"Eu tentei me cadastrar pelo site,depois que põe os documentos sempre fala deu erro,tente mais tarde,ai baixei o aplicativo mais fica pedindo código de cliente,tentei pelo 0800,não consegui,pelo email,me responderam uma vez,pedindo para ligar no 0800,não deu,entrei em contato com o sac nem responderam.","Olá Ondina,Informamos que encaminhamos o seu caso ao time de Parceiro Bees e tivemos a devolutiva que realizaram o envio de seu código de cliente. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-14 12:02:00,Razoavel,2021-06-23 13:11:00,Resolvido,Sim,5
