DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR/R$,DESTINATARIO,UF,DATA DE ENTREGA,ESPERA/DIA
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,3,180000.0,SECRETARIA MUNICIPAL DE SAUDE DE  ANAPOLIS,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Ceres,GO,2020-08-26 00:00:00,5
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Ceres,GO,2020-08-26 00:00:00,5
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saude de Cidade,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saude de Cidade,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,SECRETARIA MUNICIPAL DE SAUDE DE  ANAPOLIS,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,1,60000.0,SECRETARIA MUNICIPAL DE SAUDE DE  ANAPOLIS,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Novo Gama,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,1,60000.0,SMS de Novo Gama,GO,2020-08-24 00:00:00,3
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Ipora,GO,2020-08-25 00:00:00,4
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,1,60000.0,SMS de Itumbiara,GO,2020-08-25 00:00:00,4
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Itumbiara,GO,2020-08-25 00:00:00,4
2020-08-21 00:00:00,VYAIRE,Goias,MUNICIPIO,UTI,1,60000.0,SMS de Pires do Rio,GO,2020-08-25 00:00:00,4
2020-08-21 00:00:00,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Pires do Rio,GO,2020-08-25 00:00:00,4
2020-08-10 00:00:00,MAGNAMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Campos Belos,GO,2020-10-17 00:00:00,68
2020-08-10 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Minacu,GO,2020-10-17 00:00:00,68
2020-08-10 00:00:00,MAGNAMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Minacu,GO,2020-10-17 00:00:00,68
2020-10-16 00:00:00,MAGNAMED,Goias,MUNICIPIO,UTI,1,60000.0,SMS de Arenopolis,GO,2020-10-21 00:00:00,5
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Sao Joao da Parauna,GO,2020-10-29 00:00:00,3
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Corrego do Ouro,GO,2020-10-29 00:00:00,3
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Divinopolis de Goias,GO,2020-10-30 00:00:00,4
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Hidrolina,GO,2020-10-29 00:00:00,3
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Mara Rosa,GO,2020-10-29 00:00:00,3
2020-10-26 00:00:00,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,63125.97,SMS de Santo Antonio de Goias,GO,2020-10-29 00:00:00,3
2021-01-15 00:00:00,VYAIRE,Goias,ESTADO,UTI,80,4800000.0,SES de GOIAS,GO,2021-01-15 00:00:00,0
2021-01-28 00:00:00,VYAIRE,Goias,ESTADO,UTI,100,6000000.0,HOSPITAL DAS CLINICAS,GO,2021-01-29 00:00:00,1
2021-02-26 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Baliza,GO,2021-02-26 00:00:00,0
2021-02-27 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,20,400000.0,SMS de Anápolis,GO,2021-02-28 00:00:00,1
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Damolandia,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Brazabrantes,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de Rianapolis,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,3,60000.0,SMS de Inhumas,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,1,20000.0,SECRETARIA MUNICIPAL DE SAUDE DE BONFINOPOLIS,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,4,80000.0,SMS de Gameleira de Goias,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,1,20000.0,SMS de Leopoldo de Bulhoes,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,1,20000.0,HOSPITAL MUNICIPAL DE FLORES DE GOIAS,GO,2021-06-03 00:00:00,61
2021-04-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,3,60000.0,HOSPITAL MUNICIPAL DE GOIANAPOLIS,GO,2021-06-03 00:00:00,61
2021-11-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,15,300000.0,SMS de Águas Lindas de Goiás ,GO,2021-12-03 00:00:00,30
2021-11-03 00:00:00,KTK,Goias,MUNICIPIO,TRANSPORTE,10,200000.0,SMS de Padre Bernardo ,GO,2021-12-03 00:00:00,30
2021-03-13 00:00:00,LIFEMED,Goias,ESTADO,UTI,40,2400000.0,SES GOIAS ,GO,2021-03-15 00:00:00,2
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,15,900000.0,SMS de Águas Lindas de Goiás,GO,2021-03-19 00:00:00,2
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de São Luiz de Montes Belos,GO,2021-03-20 00:00:00,3
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Goianira ,GO,2021-03-19 00:00:00,2
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Itauçu,GO,2021-03-19 00:00:00,2
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Hidrolina,GO,2021-03-19 00:00:00,2
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,4,240000.0,HOSPITAL MUNICIPAL DR EVARISTO VILELA MACHADO,GO,2021-03-20 00:00:00,3
2021-03-17 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Caturaí,GO,2021-03-19 00:00:00,2
2021-03-19 00:00:00,INSPIRAR,Goias,MUNICIPIO,UTI,10,600000.0,SMS de Aparecida de Goiânia,GO,2021-03-21 00:00:00,2
2021-03-21 00:00:00,INSPIRAR,Goias,MUNICIPIO,UTI,3,180000.0,UNIDADE AMBULATORIAL SANTOS DANGONIRA,GO,2021-03-23 00:00:00,2
2021-03-21 00:00:00,INSPIRAR,Goias,MUNICIPIO,UTI,3,180000.0,SMS de Itaberaí ,GO,2021-03-23 00:00:00,2
2021-03-24 00:00:00,INSPIRAR,Goias,MUNICIPIO,UTI,5,300000.0,SECRETARIA MUNICIPAL DE SAUDE DE ARAGUAP,GO,2021-03-27 00:00:00,3
2021-03-24 00:00:00,INSPIRAR,Goias,MUNICIPIO,UTI,3,180000.0,SMS de Campos Belos,GO,2021-03-26 00:00:00,2
2021-03-24 00:00:00,INSPIRAR,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Aruana,GO,2021-03-27 00:00:00,3
2021-04-16 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,3,180000.0,SMS de Acreúna,GO,2021-04-18 00:00:00,2
2021-04-16 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,3,180000.0,HOSPITAL MUNICIPAL DE CAMPOS BELOS,GO,2021-04-20 00:00:00,4
2021-04-16 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,8,480000.0,HOSPITAL MUNICIPAL ANTONIO MARTINS DA COSTA ,GO,2021-04-18 00:00:00,2
2021-04-16 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,2,120000.0, UNIDADE MISTA DE ABADIANIA,GO,2021-04-18 00:00:00,2
2021-04-16 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,5,300000.0,HOSPITAL MUNICIPAL NOSSA SENHORA DAS GRAÇAS ,GO,2021-04-18 00:00:00,2
2021-04-16 00:00:00,LIFEMED,Goias,MUNICIPIO,UTI,7,420000.0,SMS de Ceres ,GO,2021-04-18 00:00:00,2
2021-04-19 00:00:00,HORTRON,Goias,MUNICIPIO,UTI,2,120000.0,SMS de Formoso ,GO,2021-04-22 00:00:00,3
2021-04-19 00:00:00,HORTRON,Goias,MUNICIPIO,UTI,4,240000.0,SMS de Barro Alto ,GO,2021-04-22 00:00:00,3
2020-05-16 00:00:00,LEISTUNG,Maranhão,ESTADO,UTI,20,1200000.0,Secretaria Estadual de Saúde,MA,2020-05-18 00:00:00,2
2020-05-16 00:00:00,MAGNAMED,Maranhão,ESTADO,TRANSPORTE,5,241450.0,Secretaria Estadual de Saúde,MA,2020-05-17 00:00:00,1
2020-04-06 00:00:00,VYAIRE,Maranhão,ESTADO,UTI,14,840000.0,Secretaria Estadual de Saúde,MA,2020-05-06 00:00:00,30
2020-04-06 00:00:00,WEG,Maranhão,ESTADO,UTI,1,60000.0,Secretaria Estadual de Saúde,MA,2020-05-06 00:00:00,30
2020-04-06 00:00:00,MAGNAMED,Maranhão,ESTADO,TRANSPORTE,2,96580.0,Secretaria Estadual de Saúde,MA,2020-05-06 00:00:00,30
2020-04-06 00:00:00,MAGNAMED,Maranhão,ESTADO,TRANSPORTE,13,627770.0,Secretaria Estadual de Saúde,MA,2020-05-06 00:00:00,30
2020-04-06 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (Caxias),MA,2020-06-06 00:00:00,61
2020-04-06 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (Caxias),MA,2020-06-06 00:00:00,61
2020-06-16 00:00:00,MAGNAMED,Maranhão,ESTADO,TRANSPORTE,20,965800.0,Secretaria Estadual de Saúde,MA,2020-06-22 00:00:00,6
2020-07-07 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,5,241450.0,COROATÁ - Hospital  Regional Alexandre M. Trovão de Coroatá,MA,2020-07-18 00:00:00,11
2020-07-07 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,5,300000.0,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,2020-07-20 00:00:00,13
2020-07-07 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,5,241450.0,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,2020-07-20 00:00:00,13
2020-07-07 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,5,300000.0,SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS,MA,2020-07-19 00:00:00,12
2020-07-07 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,5,241450.0,SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS,MA,2020-07-19 00:00:00,12
2020-07-07 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,5,241450.0,TIMBIRAS - Hospital  Regional de Timbiras,MA,2020-07-18 00:00:00,11
2020-07-07 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,5,300000.0,TIMON - Hospital Regional Alarico Pacheco,MA,2020-07-17 00:00:00,10
2020-07-07 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,5,241450.0,TIMON - Hospital Regional Alarico Pacheco,MA,2020-07-17 00:00:00,10
2020-07-31 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,2,40000.0,SMS de ITAPECURU MIRIM,MA,2020-08-14 00:00:00,14
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,48290.0,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,2,120000.0,SMS de GOV EUGENIO BARROS,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de MARAJA DO SENA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de MARAJA DO SENA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,1,60000.0,SMS de PARNARAMA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de PARNARAMA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,1,60000.0,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,48290.0,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de SAO RAIMUNDO DOS MANGABEIRA,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,1,60000.0,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,2020-08-18 00:00:00,4
2020-08-14 00:00:00,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,1,48290.0,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,2020-08-18 00:00:00,4
2020-12-12 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,2,120000.0,SMS de SENADOR ALEXANDRE COSTA,MA,2020-12-13 00:00:00,1
2021-01-15 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,2,40000.0,Secretaria Municipal de Saúde de Bom Lugar,MA,2021-01-15 00:00:00,0
2021-01-15 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,1,60000.0,Hospital Municipal Raimundo Rodrigues Sirqueira,MA,2021-01-15 00:00:00,0
2021-01-22 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,1,20000.0,HOSPITAL MUNICIPAL GERAL E MATERNIDADE D,MA,2021-01-26 00:00:00,4
2021-01-22 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,2,120000.0,HOSPITAL MUNICIPAL GERAL E MATERNIDADE D,MA,2021-01-26 00:00:00,4
2021-01-22 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,2,40000.0,HOSPITAL MUNICIPAL DE IGARAPE DO MEIO,MA,2021-01-26 00:00:00,4
2021-01-28 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,1,20000.0,HOSPITAL MUNICIPAL ZUZA COELHO,MA,2021-03-02 00:00:00,33
2021-01-28 00:00:00,VYAIRE,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL MUNICIPAL ZUZA COELHO,MA,2021-03-02 00:00:00,33
2021-02-18 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,1,20000.0,UNIDADE MISTA DRA NEMERCIA DIAS PINHEIRO,MA,2021-02-23 00:00:00,5
2021-02-26 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,4,80000.0,HOSPITAL MUNICIPAL DE ICATU,MA,2021-02-26 00:00:00,0
2021-02-26 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,3,60000.0,HOSPITAL SAO BERNARDO,MA,2021-02-26 00:00:00,0
2021-02-26 00:00:00,KTK,Maranhão,MUNICIPIO,TRANSPORTE,2,40000.0,HOSPITAL ANTONIA VALENTIM GOMES,MA,2021-02-26 00:00:00,0
2021-03-13 00:00:00,KTK,Maranhão,ESTADO,TRANSPORTE,10,200000.0,SOCORRÃO  II ,MA,2021-03-16 00:00:00,3
2021-03-17 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,10,600000.0,SMS DE SAO LUIS,MA,2021-03-22 00:00:00,5
2021-03-24 00:00:00,INSPIRAR,Maranhão,MUNICIPIO,UTI,2,120000.0,CENTRO DE SAUDE SANTO ANTONIO,MA,2021-03-30 00:00:00,6
2021-03-29 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,COMPLEXO HOSPITALAR ANTONIO PONTES DE AGUIAR,MA,2021-05-04 00:00:00,36
2021-03-29 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,UPA JOSE OLIVEIRA NUNES,MA,2021-05-04 00:00:00,36
2021-03-29 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,2,120000.0,SMS de BACURITUBA,MA,2021-05-04 00:00:00,36
2021-03-29 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,5,300000.0,SMS de ARAR,MA,2021-05-04 00:00:00,36
2021-04-16 00:00:00,HORTRON,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL SANTA HELENA ,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL DE MAGALHAES DE ALMEIDA ,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL MUNICIPAL DR ANTENOR VIEIRA DE MORAES ,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL MUNICIPAL DR ZECA MOREIRA ,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,UNIDADE MISTA DRA NEMERCIA DIAS PINHEIRO ,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL MUNICIPAL DE CAMPANHA CONTRA COVID-19,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL MUNICIPAL DE CAJARI ,MA,2021-04-21 00:00:00,5
2021-04-16 00:00:00,LIFEMED,Maranhão,MUNICIPIO,UTI,1,60000.0,HOSPITAL PEDRO CUNHA  MENDES ,MA,2021-04-21 00:00:00,5
2020-08-06 00:00:00,MAGNAMED,Minas Gerais,ESTADO,TRANSPORTE,20,965800.0,Secretaria Estadual de Saúde,MG,2020-10-06 00:00:00,61
2020-08-06 00:00:00,LEISTUNG,Minas Gerais,ESTADO,UTI,80,4800000.0,Secretaria Estadual de Saúde,MG,2020-10-06 00:00:00,61
2020-06-16 00:00:00,MAGNAMED,Minas Gerais,ESTADO,TRANSPORTE,50,2414500.0,Secretaria Estadual de Saúde,MG,2020-06-18 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde - BETIM,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,3,180000.0,Secretaria Municipal de Saúde - BETIM,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde - CONTAGEM,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde - CONTAGEM,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde - CORONEL FABRICIANO,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde - CORONEL FABRICIANO,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde - JUIZ DE FORA,MG,2020-06-30 00:00:00,4
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde - JUIZ DE FORA,MG,2020-06-30 00:00:00,4
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,3,144870.0,Secretaria Municipal de Saúde - LAGOA SANTA,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde - LAGOA SANTA,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde - LAVRAS,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde - LAVRAS,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde - MEDINA,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde - MEDINA,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,10,482900.0,Secretaria Municipal de Saúde - MONTES CLAROS,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde - MONTES CLAROS,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,3,144870.0,Secretaria Municipal de Saúde - PIRAPORA,MG,2020-06-28 00:00:00,2
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde - PIRAPORA,MG,2020-06-28 00:00:00,2
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde - SÃO JOÃO DEL REI,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde - SÃO JOÃO DEL REI,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,3,180000.0,Secretaria Municipal de Saúde - SÃO LOURENÇO,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,4,193160.0,Secretaria Municipal de Saúde - UBÁ,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,4,240000.0,Secretaria Municipal de Saúde - UBÁ,MG,2020-06-29 00:00:00,3
2020-06-26 00:00:00,VYAIRE,Minas Gerais,ESTADO,UTI,50,3000000.0,Secretaria Estadual de Saúde,MG,2020-06-27 00:00:00,1
2020-06-26 00:00:00,MAGNAMED,Minas Gerais,ESTADO,TRANSPORTE,50,2414500.0,Secretaria Estadual de Saúde,MG,2020-06-27 00:00:00,1
2020-04-07 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde - Uberlândia,MG,2020-06-07 00:00:00,61
2020-04-07 00:00:00,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,10,200000.0,Secretaria Municipal de Saúde - Uberlândia,MG,2020-06-07 00:00:00,61
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Pintopolis,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,4,193160.0,SMS de Buritis,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,4,193160.0,SMS de Buritis,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,10,482900.0,SMS de Betim,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,10,482900.0,SMS de RIBEIRAO DAS NEVES,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,2,120000.0,SMS de Urucuia,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,1,48290.0,SMS de Betim,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,2,120000.0,SMS de Lagoa Formosa,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,10,482900.0,SMS de Vespasiano,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,10,600000.0,SMS de Vespasiano,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de Sete Lagoas,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,10,600000.0,SMS de Betim,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de Manhuacu,MG,2020-08-21 00:00:00,7
2020-08-14 00:00:00,VYAIRE,Minas Gerais,MUNICIPIO,UTI,3,180000.0,SMS de Manhuacu,MG,2020-08-21 00:00:00,7
2020-08-21 00:00:00,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de Ituiutaba,MG,2020-08-25 00:00:00,4
