DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,valor_(r$),DESTINATARIO,UF,DATA DE ENTREGA
2020-08-21,VYAIRE,Parana,MUNICIPIO,UTI,2,1.2E7,SMS DE PONTA GROSSA,PR,2020-08-24T00:00:00.000-03:00
2021-03-24,INSPIRAR,Parana,MUNICIPIO,UTI,4,2.4E7,SMS DE SAO JOSE DOS PINHAIS,PR,2021-03-25T00:00:00.000-03:00
2020-05-09,MAGNAMED,Rio De Janeiro,ESTADO,UTI,1,6000000.0,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,2020-05-09T00:00:00.000-03:00
2020-08-21,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,3,1.4487E7,SMS DE ITABORAI,RJ,2020-08-24T00:00:00.000-03:00
2021-01-22,VYAIRE LTV 2200 USA,Rio De Janeiro,MUNICIPIO,TRANSPORTE USA,5,3.1562984E7,CENTRO COVID RIO DAS FLORES,RJ,2021-01-25T00:00:00.000-02:00
2020-06-06,VYAIRE,Rio Grande Do Norte,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE,RN,2020-06-09T00:00:00.000-03:00
2020-06-26,MAGNAMED,Sergipe,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (ESTÃNCIA),SE,2020-07-03T00:00:00.000-03:00
2021-03-11,KTK,São Paulo,MUNICIPIO,TRANSPORTE,10,2.0E7,HOSPITAL CARLOS FERNANDO MALZONI MATAO,SP,2021-03-12T00:00:00.000-03:00
2020-07-31,LEISTUNG,Bahia,MUNICIPIO,UTI,6,3.6E7,SMS DE MIGUEL CALMON,BA,2020-08-08T00:00:00.000-03:00
2021-02-18,VYAIRE,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE PALMAS DE MONTE ALTO,BA,2021-02-23T00:00:00.000-03:00
2020-10-29,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,4,2.5250388E7,SMS DE SENADOR CANEDO,GO,2020-11-03T00:00:00.000-02:00
2021-03-11,KTK,Goias,MUNICIPIO,TRANSPORTE,15,3.0E7,SMS DE ÁGUAS LINDAS DE GOIÁS,GO,2021-03-12T00:00:00.000-03:00
2020-07-10,MAGNAMED,Piaui,MUNICIPIO,TRANSPORTE,5,2.4145E7,CORRENTE - SECRETARIA MUNICIPAL DE SAÚDE,PI,2020-07-16T00:00:00.000-03:00
2020-06-12,KTK,Parana,ESTADO,TRANSPORTE,40,8.0E7,SECRETARIA ESTADUAL DE SAÚDE,PR,2020-06-15T00:00:00.000-03:00
2020-09-21,KTK,Parana,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE JAGUAPITA,PR,2020-09-26T00:00:00.000-03:00
2021-03-16,KTK,Parana,MUNICIPIO,TRANSPORTE,6,1.2E7,ASSOCIACAO HOSPITALAR BOM JESUS,PR,2021-03-17T00:00:00.000-03:00
2021-02-26,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,1,2000000.0,HOSPITAL SAO JOSE,RS,2021-02-26T00:00:00.000-03:00
2021-03-24,INSPIRAR,Rio Grande Do Sul,MUNICIPIO,UTI,2,1.2E7,HOSPITAL SAO JOSE SERTAO,RS,2021-03-26T00:00:00.000-03:00
2020-07-24,KTK,São Paulo,MUNICIPIO,TRANSPORTE,2,4000000.0,ATIBAIA - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-31T00:00:00.000-03:00
2020-07-31,KTK,São Paulo,MUNICIPIO,TRANSPORTE,2,4000000.0,SECR MUN DE SAUDE DE MARTINOPOLIS  SP,SP,2020-08-04T00:00:00.000-03:00
2020-06-26,VYAIRE,Ceara,MUNICIPIO,UTI,1,6000000.0,SECRETARIA MUNICIPAL DE SAÚDE  (CASCAVEL),CE,2020-07-01T00:00:00.000-03:00
2021-03-11,KTK,Goias,MUNICIPIO,TRANSPORTE,10,2.0E7,SMS DE PADRE BERNARDO,GO,2021-03-12T00:00:00.000-03:00
2020-08-21,VYAIRE,Minas Gerais,MUNICIPIO,UTI,3,1.8E7,POLICLINICA AMILCAR PELLON  ITAJUBA,MG,2020-08-25T00:00:00.000-03:00
2021-02-05,VYAIRE,Minas Gerais,MUNICIPIO,UTI,6,3.6E7,HOSPITAL SAO SEBASTIAO,MG,2021-02-07T00:00:00.000-02:00
2021-02-18,VYAIRE,Minas Gerais,MUNICIPIO,UTI,6,3.6E7,SMS DE MONTE CARMELO,MG,2021-02-21T00:00:00.000-03:00
2020-07-07,VYAIRE,Mato Grosso Do Sul,MUNICIPIO,UTI,8,4.8E7,CAMPO GRANDE - HOSPITAL REGIONAL DE MATO GROSSO DO SUL,MS,2020-07-11T00:00:00.000-03:00
2020-07-17,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,4829000.0,JACAREZINHO - SECRETARIA MUNICIPAL DE SAÚDE,PR,2020-07-22T00:00:00.000-03:00
2020-12-12,LEISTUNG,Rio De Janeiro,MUNICIPIO,UTI,4,2.4E7,SMS DE PATY DO ALFERES,RJ,2020-12-14T18:00:00.000-02:00
2021-01-22,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,4,2.4E7,CENTRO DE ATENDIMENTO AO COVID 19 DE ITA,RJ,2021-01-25T00:00:00.000-02:00
2020-07-07,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,5,3.0E7,SÃO LEOPOLDO - HOSPITAL CENTENÁRIO,RS,2020-07-11T00:00:00.000-03:00
2021-04-02,LIFEMED,São Paulo,MUNICIPIO,UTI,3,1.8E7,SANTA CASA DE MISERICORDIA DE CANDIDO MOTA,SP,2021-04-03T00:00:00.000-03:00
2020-07-10,VYAIRE,Bahia,MUNICIPIO,UTI,17,1.02E8,BAHIA - SECRETARIA ESTADUAL DE SAÚDE,BA,2020-07-17T00:00:00.000-03:00
2020-07-07,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,6,2.8974E7,JATAÍ - HOSPITAL DAS CLINICAS DR. SERAFIM DE CARVALHO,GO,2020-07-13T00:00:00.000-03:00
2020-06-12,VYAIRE,Minas Gerais,MUNICIPIO,UTI,15,9.0E7,SECRETARIA MUNICIPAL DE SAÚDE - CONTAGEM,MG,2020-06-15T00:00:00.000-03:00
2020-07-24,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,3,6000000.0,LAGOA FORMOSA - SECRETARIA MUNICIPAL DE SAÚDE,MG,2020-08-03T00:00:00.000-03:00
2020-07-07,MAGNAMED,Paraiba,MUNICIPIO,TRANSPORTE,4,1.9316E7,BANANEIRAS - HOSPITAL MUNICIPAL DR. CLÓVIS BEZERRA CAVALCANTI,PB,2020-07-14T00:00:00.000-03:00
2020-07-10,MAGNAMED,Paraiba,MUNICIPIO,TRANSPORTE,2,9658000.0,CATOLE DO ROCHA - SECRETARIA MUNICIPAL DE SAÚDE,PB,2020-07-16T00:00:00.000-03:00
2021-03-04,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE BELO JARDIM,PE,2021-03-08T00:00:00.000-03:00
2020-10-26,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,2,1.2625194E7,SMS DE ATALAIA,PR,2020-11-03T00:00:00.000-02:00
2020-06-16,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,2,9658000.0,SECRETARIA MUNICIPAL DE SAÚDE (VILHENA),RO,2020-06-21T00:00:00.000-03:00
2020-06-26,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (GUAJARÁ MIRIM),RO,2020-07-03T00:00:00.000-03:00
2021-04-16,LIFEMED,Rio Grande Do Sul,MUNICIPIO,UTI,1,6000000.0,HOSPITAL SAO JOAO SANANDUVA,RS,2021-04-19T00:00:00.000-03:00
2020-07-31,KTK,Sergipe,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE CEDRO DE SAO JOAO,SE,2020-08-07T00:00:00.000-03:00
2020-05-30,VYAIRE,São Paulo,ESTADO,UTI,10,6.0E7,SECRETARIA ESTADUAL DE SAÚDE,SP,2020-06-01T00:00:00.000-03:00
2020-10-26,KTK,Tocantins,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE FIGUEIROPOLIS,TO,2020-11-05T00:00:00.000-02:00
2020-12-29,KTK,Peru,"",TRANSPORTE,230,4.6E8,COOPERAÇÃO HUMANITÁRIA (PERU),"",2020-12-28T00:00:00.000-02:00
2021-03-13,LIFEMED,Amapa,ESTADO,UTI,36,2.16E8,SES MACAPÁ,AP,2021-03-16T00:00:00.000-03:00
2021-04-16,LIFEMED,Ceara,MUNICIPIO,UTI,1,6000000.0,HOSPITAL MUNICIPAL DR RIGOBERTO ROMERO DE BARROS,CE,2021-04-19T00:00:00.000-03:00
2020-08-14,MAGNAMED,Goias,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE SANTA CRUZ DE GOIAS,GO,2020-08-20T00:00:00.000-03:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,3,6000000.0,SMS DE AMERICANO DO BRASIL,GO,2021-03-07T00:00:00.000-03:00
2021-03-29,LIFEMED,Maranhão,MUNICIPIO,UTI,2,1.2E7,SMS DE BACURITUBA,MA,2021-04-05T00:00:00.000-03:00
2020-08-09,MAGNAMED,Mato Grosso,MUNICIPIO,TRANSPORTE,7,3.3803E7,SMS DE CACERES,MT,2020-08-14T00:00:00.000-03:00
2021-03-24,INSPIRAR,Paraiba,MUNICIPIO,UTI,10,6.0E7,SMS DE CAMPINA GRANDE,PB,2021-03-27T00:00:00.000-03:00
2020-06-04,VYAIRE,Piaui,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE (PARNAÍBA),PI,2020-06-06T00:00:00.000-03:00
2020-09-24,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SMS DE GUAIRA,PR,2020-09-28T00:00:00.000-03:00
2020-08-14,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE RIO BONITO,RJ,2020-08-17T00:00:00.000-03:00
2020-06-03,MAGNAMED,São Paulo,ESTADO,TRANSPORTE,2,9658000.0,SECRETARIA ESTADUAL DE SAÚDE,SP,2020-06-03T00:00:00.000-03:00
2020-06-26,MAGNAMED,Pernambuco,MUNICIPIO,TRANSPORTE,1,4829000.0,SECRETARIA MUNICIPAL DE SAÚDE (BOM JARDIM),PE,2020-06-30T00:00:00.000-03:00
2021-04-16,LIFEMED,Pernambuco,MUNICIPIO,UTI,3,1.8E7,UNIDADE MISTA OLILIA MENDONCA SOUTO MAIOR,PE,2021-04-19T00:00:00.000-03:00
2020-07-31,KTK,Parana,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE JUSSARA,PR,2020-08-06T00:00:00.000-03:00
2020-07-10,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,3,1.4487E7,SÃO PEDRO DA ALDEIA - SECRETARIA MUNICIPAL DE SAÚDE,RJ,2020-07-15T00:00:00.000-03:00
2020-07-24,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,2,1.2E7,TERESOPOLIS - SECRETARIA MUNICIPAL DE SAÚDE,RJ,2020-07-31T00:00:00.000-03:00
2020-07-10,MAGNAMED,Rondonia,MUNICIPIO,TRANSPORTE,2,9658000.0,ITAPUÃ DO OESTE - SECRETARIA MUNICIPAL DE SAÚDE,RO,2020-07-19T00:00:00.000-03:00
2021-03-13,KTK,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE SÃO PEDRO DO SUL,RS,2021-03-16T00:00:00.000-03:00
2020-06-26,MAGNAMED,Sergipe,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE (ESTÃNCIA),SE,2020-07-03T00:00:00.000-03:00
2020-12-18,VYAIRE LTV 2200 USA,São Paulo,MUNICIPIO,TRANSPORTE USA,1,6312597.0,HOSPITAL E MATERNIDADE MADRE VANNINI CONCHAL SP,SP,2020-12-22T00:00:00.000-02:00
2020-06-16,VYAIRE,Acre,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE (SENA MADUREIRA),AC,2020-06-24T00:00:00.000-03:00
2020-08-09,LEISTUNG,Goias,MUNICIPIO,UTI,3,1.8E7,SMS DE IPAMERI,GO,2020-08-14T00:00:00.000-03:00
2021-01-15,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,2,4000000.0,CASA DE CARIDADE DE MURIAÉ,MG,2021-01-21T00:00:00.000-02:00
2020-06-04,VYAIRE,Paraiba,ESTADO,UTI,6,3.6E7,SECRETARIA ESTADUAL DE SAÚDE,PB,2020-06-06T00:00:00.000-03:00
2021-04-02,RUSSER BRASIL,Paraiba,MUNICIPIO,UTI,3,1.8E7,SMS DE PRINCESA ISABEL,PB,2021-04-07T00:00:00.000-03:00
2020-11-20,MAGNAMED,Parana,MUNICIPIO,UTI,1,6000000.0,SMS DE GOIOERE,PR,2020-11-26T00:00:00.000-02:00
2020-06-26,MAGNAMED,Rio De Janeiro,MUNICIPIO,TRANSPORTE,3,1.4487E7,SECRETARIA MUNICIPAL DE SAÚDE (MAJÉ),RJ,2020-07-02T00:00:00.000-03:00
2020-05-16,VYAIRE,Rondonia,ESTADO,UTI,20,1.2E8,SECRETARIA ESTADUAL DE SAÚDE,RO,2020-05-17T00:00:00.000-03:00
2021-01-22,VYAIRE,Rondonia,MUNICIPIO,UTI,2,1.2E7,HOSPITAL MUNICIPAL DE MACHADINHO DOESTE,RO,2021-01-26T00:00:00.000-02:00
2020-08-21,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,5,2.4145E7,SMS DE RIO GRANDE,RS,2020-08-25T00:00:00.000-03:00
2020-07-17,MAGNAMED,São Paulo,MUNICIPIO,TRANSPORTE,1,4829000.0,RIOLANDIA - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-22T00:00:00.000-03:00
2020-12-18,KTK,Bahia,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE CORRENTINA,BA,2020-12-21T00:00:00.000-02:00
2020-07-17,KTK,Goias,MUNICIPIO,TRANSPORTE,5,1.0E7,LUZIANIA -  SECRETARIA MUNICIPAL DE SAÚDE,GO,2020-07-24T00:00:00.000-03:00
2021-03-04,KTK,Goias,MUNICIPIO,TRANSPORTE,3,6000000.0,SMS DE RIO QUENTE,GO,2021-03-07T00:00:00.000-03:00
2020-07-24,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,2,4000000.0,CARBONITA - SECRETARIA MUNICIPAL DE SAÚDE,MG,2020-08-03T00:00:00.000-03:00
2021-01-15,VYAIRE,Minas Gerais,MUNICIPIO,UTI,1,6000000.0,HOSPITAL E MATERNIDADE SÃO PEDRO,MG,2021-01-21T00:00:00.000-02:00
2021-02-18,VYAIRE,Minas Gerais,MUNICIPIO,UTI,10,6.0E7,HOSPITAL E MATERNIDADE MUNICIPAL DR ODELMO LEAO CARNEIRO,MG,2021-02-20T00:00:00.000-02:00
2021-02-18,KTK,Minas Gerais,MUNICIPIO,TRANSPORTE,1,2000000.0,HOSPITAL DE CLINICAS DA UNIVERSIDADE FEDERAL DE UBERLANDIA,MG,2021-02-20T00:00:00.000-02:00
2020-08-14,MAGNAMED,Mato Grosso Do Sul,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE RIO BRILHANTE,MS,2020-08-18T00:00:00.000-03:00
2020-06-26,MAGNAMED,Para,MUNICIPIO,TRANSPORTE,2,9658000.0,SECRETARIA MUNICIPAL DE SAÚDE (ABAETETUBA),PA,2020-07-02T00:00:00.000-03:00
2020-07-07,MAGNAMED,Paraiba,MUNICIPIO,TRANSPORTE,2,9658000.0,SÃO MAMEDE - CASA DE SAÚDE E MATERNIDADE  NOSSA SENHORA DA CONCEIÇÃO,PB,2020-07-14T00:00:00.000-03:00
2020-07-04,KTK,Parana,MUNICIPIO,TRANSPORTE,2,4000000.0,SECRETARIA MUNICIPAL DE SAÚDE (FOZ DO IGUAÇU),PR,2020-07-07T00:00:00.000-03:00
2020-10-08,VYAIRE LTV 2200 USA,Rio De Janeiro,ESTADO,TRANSPORTE USA,18,1.13626744E8,1O DEPOSITO DE SUPRIMENTO,RJ,2020-10-16T00:00:00.000-03:00
2021-02-26,KTK,Rio De Janeiro,MUNICIPIO,TRANSPORTE,3,6000000.0,SMS DE SAPUCAIA,RJ,2021-03-02T00:00:00.000-03:00
2020-06-05,LEISTUNG,Rondonia,ESTADO,UTI,30,1.8E8,SECRETARIA ESTADUAL DE SAÚDE,RO,2020-06-09T00:00:00.000-03:00
2021-03-13,HORTRON,Rio Grande Do Sul,MUNICIPIO,UTI,2,1.2E7,SMS DE FAXINAL DO SOTURNO,RS,2021-03-16T00:00:00.000-03:00
2020-12-18,VYAIRE LTV 2200 USA,Santa Catarina,MUNICIPIO,TRANSPORTE USA,1,6312597.0,HOSPITAL E MATERNIDADE SANTA TEREZINHA,SC,2020-12-23T00:00:00.000-02:00
2020-06-26,MAGNAMED,São Paulo,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (TATUÍ),SP,2020-06-29T00:00:00.000-03:00
2021-04-02,LIFEMED,São Paulo,MUNICIPIO,UTI,3,1.8E7,HOSPITAL MUNICIPAL DE CONCHAS,SP,2021-04-03T00:00:00.000-03:00
2020-12-29,MAGNAMED,Peru,"",UTI,100,6.0E8,COOPERAÇÃO HUMANITÁRIA (PERU),"",2020-12-28T00:00:00.000-02:00
2020-06-26,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE - UBERABA,MG,2020-07-01T00:00:00.000-03:00
2020-07-07,MAGNAMED,Pernambuco,MUNICIPIO,TRANSPORTE,5,2.4145E7,OURICURI - HOSPITAL REGIONAL FERNANDO BEZERRA,PE,2020-07-14T00:00:00.000-03:00
2021-02-26,KTK,Pernambuco,MUNICIPIO,TRANSPORTE,3,6000000.0,SMS DE ITAQUITINGA,PE,2021-02-26T00:00:00.000-03:00
2021-04-08,INSPIRAR,Parana,MUNICIPIO,UTI,2,1.2E7,HOSPITAL SAO RAFAEL,PR,2021-04-10T00:00:00.000-03:00
2020-08-14,VYAIRE,Rio De Janeiro,MUNICIPIO,UTI,5,3.0E7,SMS DE PORTO REAL,RJ,2020-08-17T00:00:00.000-03:00
2020-06-26,MAGNAMED,Roraima,ESTADO,TRANSPORTE,20,9.658E7,SECRETARIA MUNICIPAL DE SAÚDE (BOA VISTA),RR,2020-07-02T00:00:00.000-03:00
2020-08-14,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE CAPAO DA CANOA,RS,2020-08-20T00:00:00.000-03:00
2020-07-07,MAGNAMED,Tocantins,MUNICIPIO,TRANSPORTE,2,9658000.0,DIANÓPOLIS - HOSPITAL REGIONAL DE DIANÓPOLIS,TO,2020-07-12T00:00:00.000-03:00
2020-07-04,VYAIRE,Bahia,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE (ITABUNA),BA,2020-07-07T00:00:00.000-03:00
2021-03-04,KTK,Bahia,MUNICIPIO,TRANSPORTE,1,2000000.0,SECRETARIA MUNICIPAL DE SAUDE DE SANTANA BA,BA,2021-03-09T00:00:00.000-03:00
2020-08-21,MAGNAMED,Espirito Santo,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE ALFREDO CHAVES,ES,2020-08-28T00:00:00.000-03:00
2020-07-31,LEISTUNG,Minas Gerais,MUNICIPIO,UTI,2,1.2E7,SMS DE ERVALIA,MG,2020-08-07T00:00:00.000-03:00
2020-08-14,VYAIRE,Minas Gerais,MUNICIPIO,UTI,2,1.2E7,SMS DE URUCUIA,MG,2020-08-21T00:00:00.000-03:00
2021-03-29,LIFEMED,Paraiba,MUNICIPIO,UTI,2,1.2E7,SMS DE TRIUNFO,PB,2021-04-04T00:00:00.000-03:00
2020-08-27,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE MARECHAL CANDIDO RONDON,PR,2020-09-03T00:00:00.000-03:00
2021-02-05,VYAIRE,Parana,MUNICIPIO,UTI,2,1.2E7,HOSPITAL NOSSA SENHORA DAS DORES,PR,2021-02-07T00:00:00.000-02:00
2020-11-20,VYAIRE LTV 2200 USA,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SECR MUN DE SAUDE DE TUCUNDUVA  RS,RS,2020-11-25T00:00:00.000-02:00
2020-10-26,KTK,Tocantins,MUNICIPIO,TRANSPORTE,2,4000000.0,SMS DE BREJINHO DE NAZARE,TO,2020-11-05T00:00:00.000-02:00
2020-05-30,WEG,Bahia,ESTADO,UTI,30,1.8E8,SECRETARIA ESTADUAL DE SAÚDE,BA,2020-06-01T00:00:00.000-03:00
2020-07-24,VYAIRE,Bahia,MUNICIPIO,UTI,1,6000000.0,CURACA - SECRETARIA MUNICIPAL DE SAÚDE,BA,2020-08-07T00:00:00.000-03:00
2020-08-14,MAGNAMED,Bahia,MUNICIPIO,TRANSPORTE,2,9658000.0,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,2020-08-18T00:00:00.000-03:00
2021-04-16,LIFEMED,Bahia,MUNICIPIO,UTI,2,1.2E7,SMS DE LUIS EDUARDO MAGALHAES,BA,2021-04-20T00:00:00.000-03:00
2020-06-26,MAGNAMED,Minas Gerais,MUNICIPIO,TRANSPORTE,4,1.9316E7,SECRETARIA MUNICIPAL DE SAÚDE - UBÁ,MG,2020-06-29T00:00:00.000-03:00
2020-08-09,VYAIRE,Minas Gerais,MUNICIPIO,UTI,20,1.2E8,SECR MUN DE SAUDE DE TEOFILO OTONI  MG,MG,2020-08-14T00:00:00.000-03:00
2020-10-08,MAGNAMED,Minas Gerais,ESTADO,UTI,5,3.0E7,4O DEPOSITO DE SUPRIMENTO,MG,2020-10-16T00:00:00.000-03:00
2021-03-19,LIFEMED,Paraiba,MUNICIPIO,UTI,3,1.8E7,UNIDADE DE PRONTO ATENDIMENTO DR OTAVIO PIRES DE LACERDA,PB,2021-03-23T00:00:00.000-03:00
2021-04-08,INSPIRAR,Paraiba,MUNICIPIO,UTI,2,1.2E7,SMS DE SÃO JOSÉ DE PIRANHAS,PB,2021-04-11T00:00:00.000-03:00
2021-02-26,KTK,Rio De Janeiro,MUNICIPIO,TRANSPORTE,5,1.0E7,PREF MUN BARRA DO PIRAI,RJ,2021-03-02T00:00:00.000-03:00
2020-05-28,MAGNAMED,Rondonia,ESTADO,TRANSPORTE,20,9.658E7,SECRETARIA ESTADUAL DE SAÚDE,RO,2020-05-30T00:00:00.000-03:00
2020-08-09,MAGNAMED,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECR MUN DE SAUDE DE IRAI  RS,RS,2020-08-15T00:00:00.000-03:00
2020-06-12,VYAIRE,São Paulo,MUNICIPIO,UTI,10,6.0E7,SECRETARIA MUNICIPAL DE SAÚDE  (CAMPINAS),SP,2020-06-15T00:00:00.000-03:00
2020-07-17,MAGNAMED,São Paulo,MUNICIPIO,TRANSPORTE,5,2.4145E7,CRUZEIRO - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-22T00:00:00.000-03:00
2020-07-24,VYAIRE,São Paulo,MUNICIPIO,UTI,2,1.2E7,AMPARO - SECRETARIA MUNICIPAL DE SAÚDE,SP,2020-07-31T00:00:00.000-03:00
2020-07-31,LEISTUNG,Ceara,MUNICIPIO,UTI,1,6000000.0,SECRETARIA MUNICIPAL DE SAUDE DE IRACEMA,CE,2020-08-08T00:00:00.000-03:00
2020-08-21,MAGNAMED,Espirito Santo,MUNICIPIO,TRANSPORTE,1,4829000.0,SMS DE MARATAIZES,ES,2020-08-28T00:00:00.000-03:00
2020-07-10,VYAIRE,Goias,ESTADO,UTI,4,2.4E7,GOIANIA - SECRETARIA ESTADUAL DE SAÚDE,GO,2020-07-12T00:00:00.000-03:00
2020-06-26,MAGNAMED,Maranhão,MUNICIPIO,TRANSPORTE,2,9658000.0,SECRETARIA MUNICIPAL DE SAÚDE  (BALSAS - SMS),MA,2020-07-03T00:00:00.000-03:00
2020-06-26,VYAIRE,Minas Gerais,MUNICIPIO,UTI,5,3.0E7,SECRETARIA MUNICIPAL DE SAÚDE - JUIZ DE FORA,MG,2020-06-30T00:00:00.000-03:00
2020-12-23,VYAIRE LTV 2200 USA,Rio Grande Do Sul,MUNICIPIO,TRANSPORTE USA,3,1.8937792E7,SANTA CASA DE CARIDADE DE BAGE,RS,2020-12-30T00:00:00.000-02:00
2021-01-22,VYAIRE,Rio Grande Do Sul,MUNICIPIO,UTI,3,1.8E7,HOSPITAL SAO JOSE,RS,2021-01-26T00:00:00.000-02:00
2021-04-02,RUSSER BRASIL,São Paulo,MUNICIPIO,UTI,3,1.8E7,SMS DE SAO VICENTE,SP,2021-04-03T00:00:00.000-03:00
2021-04-16,LIFEMED,São Paulo,MUNICIPIO,UTI,3,1.8E7,HOSPITAL MUNICIPAL DE BEBEDOURO,SP,2021-04-18T00:00:00.000-03:00
2020-06-16,MAGNAMED,Acre,MUNICIPIO,TRANSPORTE,5,2.4145E7,SECRETARIA MUNICIPAL DE SAÚDE (SENA MADUREIRA),AC,2020-06-24T00:00:00.000-03:00
2021-02-18,KTK,Bahia,MUNICIPIO,TRANSPORTE,1,2000000.0,SMS DE IGAPORA,BA,2021-02-23T00:00:00.000-03:00
2020-10-08,MAGNAMED,Ceara,MUNICIPIO,UTI,3,1.8E7,SECRETARIA MUNICIPAL DE SAUDE DE IRAUCUBA,CE,2020-10-15T00:00:00.000-03:00
2020-10-26,VYAIRE LTV 2200 USA,Goias,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SMS DE SAO JOAO DA PARAUNA,GO,2020-10-29T00:00:00.000-02:00
2020-07-24,KTK,Maranhão,MUNICIPIO,TRANSPORTE,2,4000000.0,VITORINO FREIRE - SECRETARIA MUNICIPAL DE SAÚDE,MA,2020-08-07T00:00:00.000-03:00
2021-04-02,RUSSER BRASIL,Paraiba,MUNICIPIO,UTI,1,6000000.0,SMS DE SOBRADO,PB,2021-04-06T00:00:00.000-03:00
2020-08-14,MAGNAMED,Parana,MUNICIPIO,TRANSPORTE,2,9658000.0,SMS DE PIRAI DO SUL,PR,2020-08-19T00:00:00.000-03:00
2020-10-26,VYAIRE LTV 2200 USA,Parana,MUNICIPIO,TRANSPORTE USA,1,6312597.0,SMS DE LOBATO,PR,2020-11-03T00:00:00.000-02:00
2020-11-20,MAGNAMED,Parana,ESTADO,UTI,20,1.2E8,SES DO PARANA,PR,2020-11-22T00:00:00.000-02:00
2021-04-16,LIFEMED,Parana,MUNICIPIO,UTI,1,6000000.0,HOSPITAL MUNICIPAL PADRE PALMIRO FINATO,PR,2021-04-20T00:00:00.000-03:00
2020-05-24,KTK,Rio De Janeiro,ESTADO,TRANSPORTE,24,4.8E7,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,2020-05-25T00:00:00.000-03:00
2020-07-17,KTK,Rio De Janeiro,MUNICIPIO,TRANSPORTE,5,1.0E7,NOVA IGUACU -  SECRETARIA MUNICIPAL DE SAÚDE,RJ,2020-07-21T00:00:00.000-03:00
2020-11-26,VYAIRE,Rio De Janeiro,ESTADO,UTI,50,3.0E8,HOSPITAL FEDERAL DO ANDARAI,RJ,2020-11-30T14:59:00.000-02:00
